fight_id,event_date,weight_class,A_id,B_id,label,d_pf_win_pct,d_pf_win_pct_last5,d_pf_win_streak,d_pf_total_fights,d_pf_days_since_last,d_pf_fights_last_365d,d_car_sig_str_acc,d_car_sig_str_att_pervol,d_car_td_acc,d_car_td_att_pervol,d_car_str_def,d_car_td_def,d_car_str_def_qadj,d_car_td_def_qadj,d_car_ctrl_sec,d_car_kd,d_car_sub_att,d_trend_sig_str_acc,d_trend_td_acc,d_trend_td_attempts,d_trend_sig_output,d_trend_damage_absorbed,d_trend_winpct,d_pf_ko_losses,d_pf_sub_losses,d_pf_dec_losses,d_pf_fights_since_ko_loss,d_pf_fights_since_finish_loss,d_pf_ever_ko_loss,d_pf_ever_finish_loss,d_pf_career_damage_absorbed,d_pf_damage_absorbed_per_fight,d_pf_pct_reach_r3,d_pf_late_win_rate,d_pf_avg_fight_duration,d_pf_elo,d_pf_sos_avg_opp_elo,d_pf_sos_opp_elo_last5,d_age_at_fight,d_reach_use,d_height_in,stance_A,stance_B,stance_mismatch,A_total_fights,B_total_fights,A_is_debut,B_is_debut
849eb47d349f3fe4,2019-09-07,Lightweight,0052de90691d4a93,275aca31f61ba28c,0,-0.05714285714285705,-0.19999999999999996,-1.0,-2,-28.0,1.0,-0.18591882718690284,48.828571428571436,-0.1820175438596492,0.37142857142857144,-0.07803517803517812,,-0.08605554617278943,,-126.82857142857145,-0.14285714285714285,0.02857142857142858,0.034612992090997996,0.028508771929824483,0.37142857142857144,-0.6285714285714263,-0.8571428571428568,0.1428571428571429,-1.0,0.0,1.0,,,-1,-1,81.0,19.057142857142857,0.17142857142857143,-0.028571428571428525,-10.457142857142856,-32.261006258924,-15.237258286451834,-23.98426067830701,4.97467488021903,0.0,-4.0,Orthodox,Southpaw,1,5,7,False,False
ecb24300bb3bef8c,2020-07-18,Lightweight,eae48ff31db420c2,0052de90691d4a93,1,-0.16666666666666663,-0.30000000000000004,2.0,-4,42.0,0.0,0.01460080770425598,1.5,-0.3695652173913043,8.166666666666666,-0.11972740315638453,-0.33333333333333326,-0.11608822379538708,-0.3316701719465789,165.5,0.0,-0.5,0.04050530645220518,0.02631578947368418,0.46666666666666634,-1.3333333333333321,2.0,0.13333333333333341,0.0,0.0,-1.0,,,0,0,-137.0,-10.5,0.33333333333333337,0.16666666666666669,79.66666666666666,-31.269236343154034,21.081891562226247,26.348120027999585,-9.932922655715263,2.0,1.0,Orthodox,Orthodox,0,2,6,False,False
bd057764cb51f065,2010-09-25,Heavyweight,eef9b891edbd4604,008dc37cca279def,0,,,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0.0,,,2.3189596167008872,-9.0,-9.0,Orthodox,Orthodox,0,0,0,True,True
ed6a02c8dcc6f922,2010-12-11,Heavyweight,ebc1f40e00e0c481,008dc37cca279def,1,-0.33333333333333337,-0.19999999999999996,0.0,5,49.0,2.0,0.5123456790123457,23.0,0.6666666666666666,-1.5,-0.17599277978339356,0.0,-0.1727181211411314,0.0,91.83333333333333,0.16666666666666666,0.3333333333333335,-0.003182271298213246,0.0,-0.09999999999999998,-2.7666666666666675,1.5333333333333314,-0.13333333333333341,2.0,0.0,0.0,,,1,1,116.0,17.666666666666668,0.16666666666666666,0.16666666666666666,73.0,15.941703721649446,8.55736267836437,6.853652421721108,-11.589322381930184,3.0,4.0,Orthodox,Orthodox,0,6,1,False,False
774f7eed6b0180be,2011-03-26,Heavyweight,008dc37cca279def,80779d7441af1b52,0,0.5,0.5,0.0,1,-126.0,1.0,-0.1923076923076923,-65.5,-0.6666666666666667,0.5,0.09746588693957126,,0.09829596213118968,,-190.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,-4.5,0.0,0.0,127.0,15.964666097172994,-0.7398135791238474,-0.7398135791238474,10.143737166324431,0.0,1.0,Orthodox,Orthodox,0,2,1,False,False
b5a8323de18f7e95,2021-04-24,Flyweight,008ea710276c9606,7d420039bbfe7c1a,1,,,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0.0,,,-4.060232717316907,0.0,-1.0,Orthodox,Orthodox,0,0,0,True,True
acec5f4c6fee1ae2,2021-10-23,Flyweight,31bb0772f21cabd8,008ea710276c9606,0,,,-1.0,-1,,-1.0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,-16.0,,,1.1143052703627667,1.0,0.0,Switch,Orthodox,1,0,1,True,False
7e20b0536fbbd560,2022-06-04,Flyweight,008ea710276c9606,55fa6ce3e522c8bb,1,0.75,0.75,3.0,-2,42.0,-1.0,0.09566674776309025,120.5,-0.21428571428571427,-3.0,-0.022853928238665278,0.0,-0.01789012663936107,0.0045767161534868706,107.5,1.5,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0,,,-1,-1,-48.0,22.0,0.0,0.5,-68.0,62.86938620929254,13.730148460460669,13.730148460460669,-8.881587953456538,3.0,2.0,Orthodox,Switch,1,2,4,False,False
cd8cdb539deaa47f,2020-07-11,Light Heavyweight,0845c81e37d3bcb3,009341ed974bad72,0,,,2.0,8,,2.0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,46.73879313942416,,,3.0691307323750863,-5.0,-1.0,Orthodox,Orthodox,0,8,0,False,True
394802bb096b403e,2021-05-01,Light Heavyweight,2e19380f34871c6a,009341ed974bad72,0,-0.25,-0.4,-3.0,7,-77.0,0.0,0.036180499597099125,12.0,,0.75,-0.05760162218240128,-0.17647058823529416,-0.0537100687180293,-0.1725421298772597,26.75,-0.5,0.125,0.0036462530217566402,,-0.050000000000000044,-15.100000000000001,15.200000000000003,0.15000000000000002,1.0,0.0,1.0,,,1,1,191.0,-12.0,0.375,0.25,163.75,50.172003644666574,17.17086196772516,57.512639442629734,2.8008213552361383,-3.0,1.0,Southpaw,Orthodox,1,8,1,False,False
fd49f89b9d97566b,2022-06-11,Light Heavyweight,7ff97850e8c32bda,009341ed974bad72,0,-0.23809523809523814,0.0,4.0,19,-182.0,1.0,-0.03464912280701754,-30.214285714285708,-0.6027397260273972,2.9761904761904763,0.05973509933774834,0.10294117647058831,0.06511507692571106,0.11033986643584726,138.16666666666666,-0.7619047619047619,0.7142857142857143,-0.12236842105263163,0.11154598825831702,-2.1238095238095234,-19.476190476190474,15.285714285714285,-0.23809523809523814,2.0,0.0,3.0,,,1,1,730.0,-12.285714285714285,0.47619047619047616,0.2857142857142857,28.333333333333343,125.94473497994068,8.585129310733919,15.575321096350763,12.963723477070502,-4.0,-1.0,Orthodox,Orthodox,0,21,2,False,False
b1f2ec122beda7a5,2023-11-11,Light Heavyweight,009341ed974bad72,e5549c82bfb5582d,0,0.16666666666666663,0.19999999999999996,2.0,-3,413.0,-3.0,-0.0644094181747421,42.83333333333333,0.0,0.16666666666666666,-0.10887585182688564,-0.01949317738791423,-0.11962896202465806,-0.026234578613629767,101.83333333333333,0.3333333333333333,0.16666666666666666,0.00028819082666431406,0.0,0.033333333333333354,9.599999999999994,-7.933333333333337,-0.033333333333333326,-1.0,0.0,0.0,,,-1,-1,-41.0,29.000000000000007,-0.16666666666666669,-0.16666666666666669,4.0,-23.28800243882506,-11.808156437485195,-32.652701184545776,-5.273100616016428,1.0,-1.0,Orthodox,Orthodox,0,3,6,False,False
eda1e8c285a0a788,2024-04-13,Light Heavyweight,333b9e5c723ac873,009341ed974bad72,0,0.0,-0.15000000000000002,0.0,4,546.0,-1.0,-0.052601535604008154,-26.25,-0.25,1.5,0.13300820920785372,0.21578947368421053,0.1264803629966108,0.20426269877849879,134.75,0.0,-0.125,0.02622156848676188,0.11666666666666667,-0.5,8.825000000000003,4.675000000000001,0.15000000000000002,0.0,0.0,1.0,0.0,0.0,0,0,-44.0,-37.125,0.5,0.25,23.375,22.543526405130024,-40.71290365978916,-29.267192232140587,0.687200547570157,-2.0,1.0,Orthodox,Orthodox,0,8,4,False,False
bca5d01f8775f852,2024-06-29,Light Heavyweight,e5549c82bfb5582d,009341ed974bad72,1,0.07499999999999996,0.0,2.0,3,0.0,1.0,0.06600562914762309,-34.25,0.4,-0.875,0.08984711607459006,0.015789473684210464,0.09868773756266408,0.021899824978859672,-96.8,0.09999999999999998,0.04999999999999999,-0.01160120845921453,0.0,-0.07500000000000001,-2.3999999999999986,6.950000000000003,0.07499999999999996,0.0,0.0,0.0,2.0,2.0,0,0,-13.0,-24.950000000000003,0.175,0.175,-7.25,51.57708380437998,11.179398398859803,32.90490275272737,5.273100616016425,-1.0,1.0,Orthodox,Orthodox,0,8,5,False,False
959fea398ffa5778,2025-01-18,Light Heavyweight,5444c5a201d3ee5a,009341ed974bad72,0,0.0,0.20000000000000007,0.0,3,77.0,-1.0,-0.02276355990669865,9.222222222222214,,-0.8333333333333334,0.06748927298732144,0.024122807017543768,0.05826169785118607,0.005458325458308266,-65.77777777777779,0.1111111111111111,-0.16666666666666666,-0.025459898611163267,,0.16666666666666663,-5.444444444444436,1.12222222222222,-0.20000000000000007,0.0,0.0,0.0,0.0,0.0,0,0,-84.0,-28.72222222222222,0.16666666666666666,0.16666666666666666,4.7777777777778,22.716655896682823,-42.56706334161822,-25.244301724333354,1.4072553045859024,-1.0,1.0,Southpaw,Orthodox,1,9,6,False,False
2560ea97b2cce4ef,2025-10-04,Light Heavyweight,009341ed974bad72,749f572d1d3161fb,1,0.12605042016806722,-0.20000000000000007,0.0,-10,154.0,-1.0,0.15342914936654956,21.596638655462172,,0.7142857142857143,-0.06324710546540013,0.09597523219814241,-0.04407596709979322,0.12856799170972555,83.45378151260505,-0.25210084033613445,0.08403361344537814,0.007121894433980702,,-0.08571428571428574,24.53949579831933,-30.016806722689076,0.3260504201680673,-1.0,-1.0,-2.0,0.0,0.0,0,0,-257.0,21.016806722689076,-0.18487394957983194,0.05042016806722688,-25.9579831932773,-5.663535196171779,69.00609283592394,30.0359012299607,-2.6310746064339483,4.0,2.0,Orthodox,Southpaw,1,7,17,False,False
a031f062b7ffefee,2026-04-11,Light Heavyweight,009341ed974bad72,9014c02eff8b3d62,0,-0.15000000000000002,-0.4,-7.0,-2,-7.0,0.0,-0.004587469647710507,19.625,0.0,0.125,-0.0542666710444234,-0.17293233082706772,-0.04034869500499,-0.15428814888349252,63.15,0.025000000000000022,0.024999999999999994,-0.05276485572742051,-0.16666666666666669,-0.07500000000000007,10.0,-17.199999999999996,0.25,1.0,0.0,0.0,-7.0,-7.0,0,0,172.0,29.6,-0.025000000000000022,-0.025000000000000022,-32.875,-44.737500603658646,49.63358400382003,12.97017165301304,-1.9356605065023942,3.0,-1.0,Orthodox,Orthodox,0,8,10,False,False
c16bda7548181613,2022-02-12,Middleweight,009c4420727149ea,d4270315cbcf2569,0,,,-1.0,-2,,-1.0,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,-1.2724213019878334,,,3.603011635865844,3.0,4.0,Orthodox,Orthodox,0,0,2,True,False
1b204fc28bb023e6,2022-10-22,Middleweight,009c4420727149ea,369ea36e450ae62a,0,-0.5,-0.5,0.0,-1,147.0,-1.0,0.036681887366818766,-56.0,,0.0,-0.16297468354430378,0.375,-0.171354083031167,0.3714883938943981,-12.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,7.0,43.5,0.0,-0.5,0.0,-17.36506938120533,-22.97826858659323,-22.97826858659323,-1.2073921971252588,5.0,-2.0,Orthodox,Orthodox,0,1,2,False,False
560a971c6ab8b854,2023-08-12,Middleweight,6aae253467e8f9ce,009c4420727149ea,0,0.4,0.4,0.0,3,119.0,-1.0,0.10662478291960359,-0.7000000000000028,-0.4285714285714286,-0.10000000000000009,0.08618032365784745,0.06722689075630262,0.08451576268920075,0.06505245860706321,62.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,,,1,1,5.0,-58.4,-0.19999999999999996,0.4,-96.19999999999999,13.074539594156931,-4.693182223410076,-4.693182223410076,-2.7378507871321034,1.0,-1.0,Orthodox,Orthodox,0,5,2,False,False
d564e3a6c77d0c85,2024-03-23,Middleweight,4144798612ef96e5,009c4420727149ea,1,0.22222222222222227,-0.1333333333333333,-2.0,6,84.0,0.0,0.049693702523891214,-75.33333333333334,-0.4404761904761905,1.1111111111111112,-0.03014315697386649,-0.015479876160990669,-0.020346815101812632,-0.0014877649805682402,-3.7777777777777715,0.3333333333333333,0.3333333333333333,0.002431161143702787,0.059523809523809534,1.9111111111111112,-9.200000000000003,19.866666666666667,0.35555555555555557,3.0,0.0,-1.0,,,1,1,58.0,-49.333333333333336,-0.5555555555555556,-0.2222222222222222,-131.44444444444446,29.04066234394236,33.10567785950366,39.4059104848634,-5.839835728952771,-2.0,1.0,Orthodox,Orthodox,0,9,3,False,False
431e7931d8be8b5d,2015-08-01,Lightweight,b8c0f30ee9a98b69,00a3ff40c4b2cf21,0,,,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0.0,,,9.010266940451743,-9.47259765065283,-6.0,,Orthodox,0,0,0,True,True
f519753cc38362d0,2016-04-23,Lightweight,00a3ff40c4b2cf21,6256b2b1562cb8e1,0,0.0,0.0,-3.0,-3,-84.0,0.0,0.4137701091939652,-65.75,0.4444444444444444,8.5,-0.27817919075144504,0.21818181818181814,-0.28492322958536487,0.21198685153614671,383.5,-0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,-100.0,-10.0,0.5,0.5,48.25,-46.43723595274355,-15.487416614178528,-15.487416614178528,-4.0136892539356595,1.0,-3.0,Orthodox,Orthodox,0,1,4,False,False
fae3f395669b7285,2016-09-24,Lightweight,00a3ff40c4b2cf21,84ff027394f7e470,0,,,-1.0,2,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,2.1258697920311533,,,-4.292950034223136,6.0,5.0,Orthodox,Orthodox,0,2,0,False,True
adf590055f922f5b,2013-04-13,Middleweight,00debc804e2b1cd4,ddbe4fa2ea573393,1,,,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0.0,,,6.524298425735797,0.14051487387426675,1.0,Switch,Orthodox,1,0,0,True,True
a86b801279e0ef4a,2013-08-28,Middleweight,00debc804e2b1cd4,c9f6385af6df66d7,1,0.6666666666666667,0.6666666666666667,0.0,-2,-7.0,0.0,0.2598039215686275,-21.333333333333336,,-3.0,-0.16706586826347303,0.41666666666666663,-0.1721714835988623,0.4130229155512392,-156.66666666666666,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,,,0,-1,-82.0,-22.666666666666668,-0.3333333333333333,-0.3333333333333333,-59.666666666666686,27.91840404511163,-16.396880019423406,-16.396880019423406,-1.3771389459274417,1.1958620033373535,2.0,Switch,Southpaw,1,1,3,False,False
adc1b34f6988bd68,2013-12-06,Middleweight,00debc804e2b1cd4,92b62174c175ce19,0,0.0,0.0,1.0,1,-137.0,1.0,0.11817168338907469,-108.5,0.4,1.5,-0.2607407407407407,-0.11111111111111116,-0.26264768538795863,-0.1133182229713171,-79.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,5.0,-8.0,-0.5,-0.5,-86.0,14.717070096785164,-5.959202022555928,-5.959202022555928,7.01711156741958,-3.0,-1.0,Switch,Orthodox,1,2,1,False,False
920b8aae22c04f13,2014-11-07,Middleweight,00debc804e2b1cd4,d156513a19acf856,0,0.6666666666666666,0.6666666666666666,0.0,2,253.0,0.0,0.041904761904761945,-134.66666666666666,,3.0,0.018241295187403028,-0.5,0.02788900489664764,-0.48083882205499573,49.33333333333333,0.3333333333333333,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,,,1,1,-32.0,-67.33333333333333,-0.6666666666666667,0.3333333333333333,-102.0,31.32920621390258,29.42203290998782,29.42203290998782,6.472279260780287,-1.0,-1.0,Switch,Southpaw,1,3,1,False,False
8a39075a9ffaa971,2015-05-09,Middleweight,00debc804e2b1cd4,34e552520a934063,0,0.16666666666666669,0.16666666666666669,-1.0,1,-244.0,1.0,0.12378834728832988,-62.91666666666667,0.375,0.3333333333333335,-0.06938150642988361,-0.2894736842105263,-0.06848871588648231,-0.28778627666086914,-84.91666666666666,0.25,-0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,,,1,1,-67.0,-27.25,-0.41666666666666663,0.25,-103.16666666666669,12.596117516986624,1.9953518993454509,1.9953518993454509,9.607118412046542,-2.0,0.0,Switch,Orthodox,1,4,3,False,False
110d18c0953bde1d,2013-05-18,Middleweight,0ee783aa00e468f0,00e11b5c8b7bfeeb,1,,,1.0,17,,2.0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,88.66097701250578,,,7.545516769336075,-3.0,-3.0,Southpaw,Southpaw,0,17,0,False,True
0f3e6876516edeaf,2014-01-15,Middleweight,00e11b5c8b7bfeeb,05560764359161e4,1,-0.7142857142857143,-0.8,0.0,-6,126.0,0.0,0.03139931740614338,-68.71428571428571,-0.5,0.1428571428571429,-0.03691588785046718,,-0.01638209521431233,,-79.71428571428571,-0.5714285714285714,-0.2857142857142857,-0.01592211116528519,-0.16666666666666669,-0.2571428571428571,0.7428571428571438,-1.428571428571427,0.08571428571428574,1.0,0.0,-2.0,,,1,1,-212.0,-22.571428571428573,-0.8571428571428571,-0.5714285714285714,-108.28571428571428,-62.72520525693017,58.05548689971715,51.136093046901124,-4.8843258042436695,4.0,4.0,Southpaw,Orthodox,1,1,7,False,False
9b10db4499b211b7,2014-04-26,Middleweight,c80095f6092271a7,00e11b5c8b7bfeeb,0,0.11538461538461542,0.09999999999999998,0.0,11,88.0,0.0,-0.015864966676325754,45.46153846153846,0.35294117647058826,3.423076923076923,-0.08949964763918261,,-0.10837388997988873,,110.57692307692308,-0.2692307692307692,0.8461538461538461,0.0010814240683377774,0.2165775401069519,-0.47692307692307745,-4.92307692307692,11.030769230769227,0.015384615384615441,1.0,1.0,2.0,1.0,1.0,0,0,387.0,24.26923076923077,0.6923076923076923,0.46153846153846156,76.19230769230768,45.40383900330903,-38.245442651771555,-16.69728947680619,3.7180013689253926,-3.0,-3.0,Orthodox,Southpaw,1,13,2,False,False
3d741cee0dffe165,2014-11-07,Middleweight,2b93ebd9f5417ad2,00e11b5c8b7bfeeb,0,0.04761904761904767,-0.06666666666666665,-1.0,18,-119.0,0.0,-0.19151469337616933,119.95238095238095,0.45614035087719296,2.380952380952381,0.03489775806848994,-0.3717948717948718,0.017717030913889875,-0.4045394219059816,52.38095238095239,-0.09523809523809523,-0.42857142857142855,0.026288455736182492,0.17042606516290726,-0.08571428571428541,-9.219047619047622,9.695238095238096,0.11428571428571432,1.0,0.0,4.0,1.0,1.0,0,0,593.0,24.238095238095237,0.5714285714285714,0.38095238095238093,96.66666666666669,73.64488539701051,-40.37926564529653,-17.14493815628566,5.634496919917865,-2.0,-2.0,Orthodox,Southpaw,1,21,3,False,False
5965800d88e0677c,2015-04-18,Middleweight,00e11b5c8b7bfeeb,f7a7f7118d4b01b6,1,0.013157894736842146,0.15000000000000002,2.0,-15,43.0,0.0,0.012933646208590832,-40.723684210526315,-0.6363636363636364,-0.9078947368421053,0.06717954477388444,0.21126760563380276,0.07490142507926922,0.22691522817915932,-97.61842105263159,-0.1842105263157895,0.32894736842105265,-0.12477252947226836,-0.13636363636363635,-0.7578947368421053,-5.368421052631579,-5.821052631578947,-0.13684210526315788,0.0,-1.0,-3.0,-7.0,-4.0,0,0,-323.0,-11.078947368421051,-0.5263157894736842,-0.3684210526315789,-124.63157894736841,-79.95536616605841,10.324111415823381,-1.328497192149598,-6.384668035592057,3.0,2.0,Southpaw,Southpaw,0,4,19,False,False
ff389a4326fc9255,2015-12-12,Middleweight,3a8176e15b9887c1,00e11b5c8b7bfeeb,0,0.19999999999999996,0.19999999999999996,5.0,4,-35.0,0.0,-0.09472034479380936,49.17777777777777,0.06756756756756754,3.711111111111111,-0.06114551083591335,0.0,-0.058882035615746786,0.009166445602078799,150.62222222222223,-0.06666666666666671,-0.2222222222222222,-0.03923803321393682,0.09137709137709138,-0.08888888888888946,-3.0,-0.7333333333333307,0.0,-1.0,0.0,0.0,,,-1,-1,140.0,11.733333333333333,0.3333333333333333,0.3333333333333333,66.08888888888889,91.42352373710173,13.749668403117994,64.82309934019804,0.33401779603011406,1.0,-1.0,Orthodox,Southpaw,1,9,5,False,False
812ff38f0ed409ca,2016-06-04,Middleweight,2b93ebd9f5417ad2,00e11b5c8b7bfeeb,1,-0.1133333333333334,-0.19999999999999996,-2.0,19,-77.0,1.0,-0.22611290223934716,93.46666666666667,-0.06666666666666665,1.4,0.10376360338573154,-0.022222222222222365,0.08301231157915523,-0.05005464418463934,-28.72,-0.09333333333333332,-0.8,0.03332415935238936,0.5333333333333333,1.7999999999999998,-20.313333333333336,17.446666666666665,0.08666666666666656,1.0,1.0,4.0,2.0,-2.0,0,0,737.0,17.953333333333333,0.43333333333333335,0.2733333333333333,101.66,44.8095561770092,-61.50784295023573,-23.779657209850257,5.634496919917865,-2.0,-2.0,Orthodox,Southpaw,1,25,6,False,False
24438a644b975751,2017-09-16,Middleweight,00e11b5c8b7bfeeb,d2c55d1d2e67773b,1,0.11428571428571432,0.20000000000000007,-2.0,2,343.0,-1.0,0.1958983777165595,1.7428571428571473,0.16666666666666669,-5.142857142857143,-0.1280975981700343,0.33333333333333337,-0.10788755233793335,0.3693113349257562,-266.62857142857143,0.2857142857142857,0.8571428571428571,-0.006776492580909066,-0.09999999999999998,-0.1428571428571429,-8.285714285714285,3.8000000000000007,-0.08571428571428574,1.0,-1.0,0.0,-4.0,-1.0,0,0,56.0,4.800000000000001,-0.6571428571428573,-0.45714285714285713,-82.22857142857143,46.050336525005605,62.103183058035484,74.14575430624677,-3.0581793292265615,-1.0,2.0,Southpaw,Orthodox,1,7,5,False,False
9444cfe0c7c0f6a7,2018-02-10,Middleweight,00e11b5c8b7bfeeb,f77c68bb4be8516d,0,-0.13888888888888884,0.0,2.0,-1,-70.0,0.0,0.07531585440210997,-17.388888888888886,0.0849802371541502,-3.7361111111111107,-0.082798167147075,-0.1636363636363637,-0.08046283964582723,-0.16443043510903654,-23.486111111111114,-0.41666666666666663,0.75,-0.04160551336216123,-0.05787690570299264,-0.13611111111111107,-15.394444444444439,0.63055555555556,-0.13888888888888884,2.0,0.0,-1.0,,,1,1,-120.0,-11.430555555555557,-0.7638888888888888,-0.6527777777777778,-2.2777777777777715,-31.039239841896915,16.98657202042409,7.717700651206314,-7.466119096509239,4.0,3.0,Southpaw,Southpaw,0,8,9,False,False
